Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Record_Mode_Objects/input_None_programs""))",Chrome 129.0.0.0,,,15-10-2024 15:37:50,15-10-2024 15:37:50,0.311s,PASSED
"click(findTestObject(""Object Repository/Record_Mode_Objects/div_Visit Date (Required)_input-group-addon""))",Chrome 129.0.0.0,,,15-10-2024 15:37:50,15-10-2024 15:37:50,0.348s,PASSED
"click(findTestObject(""Object Repository/Record_Mode_Objects/th_""))",Chrome 129.0.0.0,,,15-10-2024 15:37:50,15-10-2024 15:37:51,0.533s,PASSED
"click(findTestObject(""Object Repository/Record_Mode_Objects/td_24""))",Chrome 129.0.0.0,,,15-10-2024 15:37:51,15-10-2024 15:37:51,0.560s,PASSED
"setText(findTestObject(""Object Repository/Record_Mode_Objects/textarea_Comment_comment""), ""Jida Intezaar si, Aaj Rabba Wohi Din Aaya hai"")",Chrome 129.0.0.0,,,15-10-2024 15:37:51,15-10-2024 15:37:52,0.959s,PASSED
"click(findTestObject(""Object Repository/Record_Mode_Objects/button_Book Appointment""))",Chrome 129.0.0.0,,,15-10-2024 15:37:52,15-10-2024 15:37:53,0.687s,PASSED
"verifyElementText(findTestObject(""Object Repository/Record_Mode_Objects/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Chrome 129.0.0.0,,,15-10-2024 15:37:53,15-10-2024 15:37:53,0.320s,PASSED
"verifyElementText(findTestObject(""Object Repository/Record_Mode_Objects/p_Jida Intezaar si, Aaj Rabba Wohi Din Aaya hai""), ""Jida Intezaar si, Aaj Rabba Wohi Din Aaya hai"")",Chrome 129.0.0.0,,,15-10-2024 15:37:53,15-10-2024 15:37:54,0.339s,PASSED
"click(findTestObject(""Object Repository/Record_Mode_Objects/a_Go to Homepage""))",Chrome 129.0.0.0,,,15-10-2024 15:37:54,15-10-2024 15:37:55,0.734s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,15-10-2024 15:37:55,15-10-2024 15:37:56,1.253s,PASSED
,,,,,,,
Test Cases/Script_Mode_Cases/Script_Demo_Test_Case,Chrome 129.0.0.0,Script manually to Run a Test Case,Scripting,15-10-2024 15:37:56,15-10-2024 15:38:17,21.586s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,15-10-2024 15:37:56,15-10-2024 15:37:58,2.541s,PASSED
maximizeWindow(),Chrome 129.0.0.0,,,15-10-2024 15:37:58,15-10-2024 15:37:58,0.046s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 129.0.0.0,,,15-10-2024 15:37:58,15-10-2024 15:38:00,1.813s,PASSED
"verifyTextPresent(""Login"", false)",Chrome 129.0.0.0,,,15-10-2024 15:38:00,15-10-2024 15:38:03,2.948s,PASSED
delay(2),Chrome 129.0.0.0,,,15-10-2024 15:38:03,15-10-2024 15:38:05,2.039s,PASSED
"setText(findTestObject(""Object Repository/Manual_Script_Mode_Objects/input_Username_username""), ""Admin"")",Chrome 129.0.0.0,,,15-10-2024 15:38:05,15-10-2024 15:38:06,0.672s,PASSED
delay(2),Chrome 129.0.0.0,,,15-10-2024 15:38:06,15-10-2024 15:38:08,2.011s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Manual_Script_Mode_Objects/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 129.0.0.0,,,15-10-2024 15:38:08,15-10-2024 15:38:08,0.408s,PASSED
delay(2),Chrome 129.0.0.0,,,15-10-2024 15:38:08,15-10-2024 15:38:10,2.005s,PASSED
"click(findTestObject(""Object Repository/Manual_Script_Mode_Objects/button_Login""))",Chrome 129.0.0.0,,,15-10-2024 15:38:10,15-10-2024 15:38:11,0.382s,PASSED
delay(2),Chrome 129.0.0.0,,,15-10-2024 15:38:11,15-10-2024 15:38:13,2.016s,PASSED
"verifyTextPresent(""Dashboard"", false)",Chrome 129.0.0.0,,,15-10-2024 15:38:13,15-10-2024 15:38:14,1.372s,PASSED
delay(2),Chrome 129.0.0.0,,,15-10-2024 15:38:14,15-10-2024 15:38:16,2.004s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,15-10-2024 15:38:16,15-10-2024 15:38:17,1.256s,PASSED
